1740070,Valley View CUSD 365U,17,IL,1,0,1341,0
4900120,Cache District,49,UT,1,1,1341,0
5303750,Issaquah School District,53,WA,2,2,1340,0
620250,La Mesa-Spring Valley,6,CA,0,-1,1338,0
3703270,Nash-Rocky Mount Schools,37,NC,-1,-1,1336,0
3904611,Lakota Local,39,OH,2,2,1333,0
1200930,Indian River,12,FL,0,0,1325,0
5400060,Berkeley County Schools,54,WV,0,0,1325,0
1730270,Oswego CUSD 308,17,IL,1,1,1324,0
4220040,Reading SD,42,PA,-3,-2,1324,0
802580,Brighton School District No. 27J,8,CO,1,0,1323,0
4817390,Donna ISD,48,TX,-2,-1,1322,0
404380,Litchfield Elementary District,4,AZ,1,0,1321,0
1201290,Martin,12,FL,0,1,1317,0
2602820,Ann Arbor Public Schools,26,MI,1,2,1316,0
1727710,Naperville CUSD 203,17,IL,2,2,1310,0
3700690,Catawba County Schools,37,NC,0,0,1309,0
5300390,Bellevue School District,53,WA,2,2,1305,0
2923580,Parkway C-2,29,MO,2,1,1305,0
2928950,Francis Howell R-IIi,29,MO,1,1,1297,0
1602340,Nampa School District,16,ID,0,0,1294,0
3500010,Rio Rancho Public Schools,35,NM,0,0,1289,0
640980,Ventura Unified,6,CA,1,0,1288,0
4502820,Lexington 05,45,SC,1,1,1286,0
806120,"Pueblo, School District No. 60, In The County Of Pueblo And",8,CO,-1,0,1285,0
5303540,Highline School District,53,WA,0,0,1283,0
4005490,Broken Arrow,40,OK,1,0,1278,0
3416230,Toms River Regional,34,NJ,1,1,1278,0
200510,Matanuska-Susitna Borough School District,2,AK,0,0,1275,0
2901000,Columbia 93,29,MO,1,0,1270,0
4104740,Eugene SD 4J,41,OR,0,1,1270,0
400680,Amphitheater Unified District,4,AZ,0,0,1267,0
1741250,Waukegan CUSD 60,17,IL,-1,-2,1258,0
1801200,Carmel Clay Schools,18,IN,2,3,1258,0
2400600,St. Mary'S County Public Schools,24,MD,1,1,1257,0
4503902,,45,SC,-1,-1,1256,0
4800010,Hays CISD,48,TX,1,0,1256,0
2609570,Chippewa Valley Schools,26,MI,1,0,1255,0
4503330,Pickens 01,45,SC,0,0,1252,0
3605280,Brentwood Union Free School District,36,NY,0,-1,1250,0
4108830,North Clackamas SD 12,41,OR,0,0,1248,0
2503090,Brockton,25,MA,-1,-1,1238,0
4807440,Abilene ISD,48,TX,0,0,1235,0
2400150,Calvert County Public Schools,24,MD,1,1,1231,0
627810,Oak Grove Elementary,6,CA,1,-1,1230,0
2731800,Rochester Public School District,27,MN,1,1,1218,0
